OBJECTID,Summary Level,Geographic Code Identifier,Geographic Record Identifier,Area Name-Legal/Statistical Area Description (LSAD) Term-Part Indicator,Area Base Name,File Identification,State/US-Abbreviation (USPS),Characteristic Iteration,Characteristic Iteration File Sequence Number,Logical Record Number,Total Pop,Institutionalized population,Correctional facilities for adults,Juvenile facilities,Nursing facilities/Skilled-nursing facilities,Other institutional facilities,Noninstitutionalized population,College/University student housing,Military quarters,Other noninstitutional facilities
1193,150,530330303103,1500000US530330303103,Block Group 3,3,PLST,WA,000,03,4285,0,0,0,0,0,0,0,0,0,0
1194,150,530330303104,1500000US530330303104,Block Group 4,4,PLST,WA,000,03,4286,0,0,0,0,0,0,0,0,0,0
1195,150,530330303111,1500000US530330303111,Block Group 1,1,PLST,WA,000,03,4287,2,0,0,0,0,0,2,0,0,2
1196,150,530330303112,1500000US530330303112,Block Group 2,2,PLST,WA,000,03,4288,13,0,0,0,0,0,13,0,0,13
1197,150,530330303113,1500000US530330303113,Block Group 3,3,PLST,WA,000,03,4289,32,0,0,0,0,0,32,0,0,32
1198,150,530330303114,1500000US530330303114,Block Group 4,4,PLST,WA,000,03,4290,0,0,0,0,0,0,0,0,0,0
1199,150,530330303121,1500000US530330303121,Block Group 1,1,PLST,WA,000,03,4291,0,0,0,0,0,0,0,0,0,0
1200,150,530330303122,1500000US530330303122,Block Group 2,2,PLST,WA,000,03,4292,26,0,0,0,0,0,26,0,0,26
1201,150,530330303123,1500000US530330303123,Block Group 3,3,PLST,WA,000,03,4293,0,0,0,0,0,0,0,0,0,0
1202,150,530330303124,1500000US530330303124,Block Group 4,4,PLST,WA,000,03,4294,0,0,0,0,0,0,0,0,0,0
1203,150,530330303131,1500000US530330303131,Block Group 1,1,PLST,WA,000,03,4295,82,0,0,0,0,0,82,0,0,82
1204,150,530330303132,1500000US530330303132,Block Group 2,2,PLST,WA,000,03,4296,24,0,0,0,0,0,24,0,0,24
1205,150,530330303133,1500000US530330303133,Block Group 3,3,PLST,WA,000,03,4297,126,60,0,0,60,0,66,0,0,66
1206,150,530330303141,1500000US530330303141,Block Group 1,1,PLST,WA,000,03,4298,60,0,0,0,0,0,60,0,0,60
1207,150,530330303142,1500000US530330303142,Block Group 2,2,PLST,WA,000,03,4299,0,0,0,0,0,0,0,0,0,0
1208,150,530330303143,1500000US530330303143,Block Group 3,3,PLST,WA,000,03,4300,103,103,0,0,103,0,0,0,0,0
1209,150,530330304031,1500000US530330304031,Block Group 1,1,PLST,WA,000,03,4301,0,0,0,0,0,0,0,0,0,0
1210,150,530330304032,1500000US530330304032,Block Group 2,2,PLST,WA,000,03,4302,123,0,0,0,0,0,123,0,0,123
1211,150,530330304033,1500000US530330304033,Block Group 3,3,PLST,WA,000,03,4303,0,0,0,0,0,0,0,0,0,0
1212,150,530330304041,1500000US530330304041,Block Group 1,1,PLST,WA,000,03,4304,10,0,0,0,0,0,10,0,0,10
1213,150,530330304042,1500000US530330304042,Block Group 2,2,PLST,WA,000,03,4305,8,0,0,0,0,0,8,0,0,8
1214,150,530330304043,1500000US530330304043,Block Group 3,3,PLST,WA,000,03,4306,10,0,0,0,0,0,10,0,0,10
1215,150,530330304051,1500000US530330304051,Block Group 1,1,PLST,WA,000,03,4307,0,0,0,0,0,0,0,0,0,0
1216,150,530330304052,1500000US530330304052,Block Group 2,2,PLST,WA,000,03,4308,0,0,0,0,0,0,0,0,0,0
1217,150,530330304053,1500000US530330304053,Block Group 3,3,PLST,WA,000,03,4309,0,0,0,0,0,0,0,0,0,0
1218,150,530330304061,1500000US530330304061,Block Group 1,1,PLST,WA,000,03,4310,0,0,0,0,0,0,0,0,0,0
1219,150,530330304062,1500000US530330304062,Block Group 2,2,PLST,WA,000,03,4311,0,0,0,0,0,0,0,0,0,0
1220,150,530330304071,1500000US530330304071,Block Group 1,1,PLST,WA,000,03,4312,24,0,0,0,0,0,24,0,0,24
1221,150,530330304072,1500000US530330304072,Block Group 2,2,PLST,WA,000,03,4313,0,0,0,0,0,0,0,0,0,0
1222,150,530330305011,1500000US530330305011,Block Group 1,1,PLST,WA,000,03,4314,127,127,0,0,127,0,0,0,0,0
1223,150,530330305012,1500000US530330305012,Block Group 2,2,PLST,WA,000,03,4315,26,0,0,0,0,0,26,0,0,26
1224,150,530330305031,1500000US530330305031,Block Group 1,1,PLST,WA,000,03,4316,243,176,0,0,176,0,67,0,0,67
1225,150,530330305032,1500000US530330305032,Block Group 2,2,PLST,WA,000,03,4317,13,0,0,0,0,0,13,0,0,13
1226,150,530330305033,1500000US530330305033,Block Group 3,3,PLST,WA,000,03,4318,0,0,0,0,0,0,0,0,0,0
1227,150,530330305041,1500000US530330305041,Block Group 1,1,PLST,WA,000,03,4319,5,5,0,5,0,0,0,0,0,0
1228,150,530330305042,1500000US530330305042,Block Group 2,2,PLST,WA,000,03,4320,0,0,0,0,0,0,0,0,0,0
1229,150,530330305043,1500000US530330305043,Block Group 3,3,PLST,WA,000,03,4321,0,0,0,0,0,0,0,0,0,0
1230,150,530330305044,1500000US530330305044,Block Group 4,4,PLST,WA,000,03,4322,0,0,0,0,0,0,0,0,0,0
1231,150,530330306001,1500000US530330306001,Block Group 1,1,PLST,WA,000,03,4323,4,0,0,0,0,0,4,0,0,4
1232,150,530330306002,1500000US530330306002,Block Group 2,2,PLST,WA,000,03,4324,9,0,0,0,0,0,9,0,0,9
1233,150,530330306003,1500000US530330306003,Block Group 3,3,PLST,WA,000,03,4325,1,0,0,0,0,0,1,0,0,1
1234,150,530330306004,1500000US530330306004,Block Group 4,4,PLST,WA,000,03,4326,0,0,0,0,0,0,0,0,0,0
1235,150,530330307001,1500000US530330307001,Block Group 1,1,PLST,WA,000,03,4327,0,0,0,0,0,0,0,0,0,0
1236,150,530330307002,1500000US530330307002,Block Group 2,2,PLST,WA,000,03,4328,0,0,0,0,0,0,0,0,0,0
1237,150,530330307003,1500000US530330307003,Block Group 3,3,PLST,WA,000,03,4329,50,50,0,0,50,0,0,0,0,0
1238,150,530330308011,1500000US530330308011,Block Group 1,1,PLST,WA,000,03,4330,0,0,0,0,0,0,0,0,0,0
1239,150,530330308012,1500000US530330308012,Block Group 2,2,PLST,WA,000,03,4331,82,82,0,0,82,0,0,0,0,0
1240,150,530330308013,1500000US530330308013,Block Group 3,3,PLST,WA,000,03,4332,0,0,0,0,0,0,0,0,0,0
1241,150,530330308014,1500000US530330308014,Block Group 4,4,PLST,WA,000,03,4333,0,0,0,0,0,0,0,0,0,0
1242,150,530330308021,1500000US530330308021,Block Group 1,1,PLST,WA,000,03,4334,0,0,0,0,0,0,0,0,0,0
1243,150,530330308022,1500000US530330308022,Block Group 2,2,PLST,WA,000,03,4335,20,0,0,0,0,0,20,0,0,20
1244,150,530330309011,1500000US530330309011,Block Group 1,1,PLST,WA,000,03,4336,1,0,0,0,0,0,1,0,0,1
1245,150,530330309012,1500000US530330309012,Block Group 2,2,PLST,WA,000,03,4337,5,0,0,0,0,0,5,0,0,5
1246,150,530330309013,1500000US530330309013,Block Group 3,3,PLST,WA,000,03,4338,8,0,0,0,0,0,8,0,0,8
1247,150,530330309021,1500000US530330309021,Block Group 1,1,PLST,WA,000,03,4339,0,0,0,0,0,0,0,0,0,0
1248,150,530330309022,1500000US530330309022,Block Group 2,2,PLST,WA,000,03,4340,8,0,0,0,0,0,8,0,0,8
1249,150,530330309023,1500000US530330309023,Block Group 3,3,PLST,WA,000,03,4341,0,0,0,0,0,0,0,0,0,0
1250,150,530330309024,1500000US530330309024,Block Group 4,4,PLST,WA,000,03,4342,11,0,0,0,0,0,11,0,0,11
1251,150,530330310001,1500000US530330310001,Block Group 1,1,PLST,WA,000,03,4343,0,0,0,0,0,0,0,0,0,0
1252,150,530330310002,1500000US530330310002,Block Group 2,2,PLST,WA,000,03,4344,0,0,0,0,0,0,0,0,0,0
1253,150,530330310003,1500000US530330310003,Block Group 3,3,PLST,WA,000,03,4345,0,0,0,0,0,0,0,0,0,0
1254,150,530330311011,1500000US530330311011,Block Group 1,1,PLST,WA,000,03,4346,0,0,0,0,0,0,0,0,0,0
1255,150,530330311012,1500000US530330311012,Block Group 2,2,PLST,WA,000,03,4347,22,7,0,0,7,0,15,0,0,15
1256,150,530330311013,1500000US530330311013,Block Group 3,3,PLST,WA,000,03,4348,0,0,0,0,0,0,0,0,0,0
1257,150,530330311021,1500000US530330311021,Block Group 1,1,PLST,WA,000,03,4349,3,0,0,0,0,0,3,0,0,3
1258,150,530330311022,1500000US530330311022,Block Group 2,2,PLST,WA,000,03,4350,0,0,0,0,0,0,0,0,0,0
1259,150,530330311023,1500000US530330311023,Block Group 3,3,PLST,WA,000,03,4351,0,0,0,0,0,0,0,0,0,0
1260,150,530330312021,1500000US530330312021,Block Group 1,1,PLST,WA,000,03,4352,28,28,0,0,0,28,0,0,0,0
1261,150,530330312022,1500000US530330312022,Block Group 2,2,PLST,WA,000,03,4353,50,50,0,50,0,0,0,0,0,0
1262,150,530330312023,1500000US530330312023,Block Group 3,3,PLST,WA,000,03,4354,0,0,0,0,0,0,0,0,0,0
1263,150,530330312024,1500000US530330312024,Block Group 4,4,PLST,WA,000,03,4355,30,30,0,0,30,0,0,0,0,0
1264,150,530330312025,1500000US530330312025,Block Group 5,5,PLST,WA,000,03,4356,24,0,0,0,0,0,24,0,0,24
1265,150,530330312041,1500000US530330312041,Block Group 1,1,PLST,WA,000,03,4357,0,0,0,0,0,0,0,0,0,0
1266,150,530330312042,1500000US530330312042,Block Group 2,2,PLST,WA,000,03,4358,0,0,0,0,0,0,0,0,0,0
1267,150,530330312043,1500000US530330312043,Block Group 3,3,PLST,WA,000,03,4359,0,0,0,0,0,0,0,0,0,0
1268,150,530330312044,1500000US530330312044,Block Group 4,4,PLST,WA,000,03,4360,9,0,0,0,0,0,9,0,0,9
1269,150,530330312045,1500000US530330312045,Block Group 5,5,PLST,WA,000,03,4361,13,0,0,0,0,0,13,0,0,13
1270,150,530330312061,1500000US530330312061,Block Group 1,1,PLST,WA,000,03,4362,205,0,0,0,0,0,205,197,0,8
1271,150,530330312062,1500000US530330312062,Block Group 2,2,PLST,WA,000,03,4363,0,0,0,0,0,0,0,0,0,0
1272,150,530330312063,1500000US530330312063,Block Group 3,3,PLST,WA,000,03,4364,0,0,0,0,0,0,0,0,0,0
1273,150,530330312071,1500000US530330312071,Block Group 1,1,PLST,WA,000,03,4365,0,0,0,0,0,0,0,0,0,0
1274,150,530330312072,1500000US530330312072,Block Group 2,2,PLST,WA,000,03,4366,0,0,0,0,0,0,0,0,0,0
1275,150,530330312073,1500000US530330312073,Block Group 3,3,PLST,WA,000,03,4367,0,0,0,0,0,0,0,0,0,0
1276,150,530330312081,1500000US530330312081,Block Group 1,1,PLST,WA,000,03,4368,0,0,0,0,0,0,0,0,0,0
1277,150,530330312082,1500000US530330312082,Block Group 2,2,PLST,WA,000,03,4369,2,0,0,0,0,0,2,0,0,2
1278,150,530330312083,1500000US530330312083,Block Group 3,3,PLST,WA,000,03,4370,0,0,0,0,0,0,0,0,0,0
1279,150,530330313011,1500000US530330313011,Block Group 1,1,PLST,WA,000,03,4371,8,0,0,0,0,0,8,0,0,8
1280,150,530330313012,1500000US530330313012,Block Group 2,2,PLST,WA,000,03,4372,0,0,0,0,0,0,0,0,0,0
1281,150,530330313021,1500000US530330313021,Block Group 1,1,PLST,WA,000,03,4373,0,0,0,0,0,0,0,0,0,0
1282,150,530330313022,1500000US530330313022,Block Group 2,2,PLST,WA,000,03,4374,0,0,0,0,0,0,0,0,0,0
1283,150,530330313023,1500000US530330313023,Block Group 3,3,PLST,WA,000,03,4375,0,0,0,0,0,0,0,0,0,0
1284,150,530330313024,1500000US530330313024,Block Group 4,4,PLST,WA,000,03,4376,0,0,0,0,0,0,0,0,0,0
1285,150,530330314001,1500000US530330314001,Block Group 1,1,PLST,WA,000,03,4377,1,0,0,0,0,0,1,0,0,1
1286,150,530330314002,1500000US530330314002,Block Group 2,2,PLST,WA,000,03,4378,62,49,0,0,49,0,13,0,0,13
1287,150,530330314003,1500000US530330314003,Block Group 3,3,PLST,WA,000,03,4379,4,0,0,0,0,0,4,0,0,4
1288,150,530330314004,1500000US530330314004,Block Group 4,4,PLST,WA,000,03,4380,22,9,0,0,9,0,13,0,0,13
1289,150,530330315011,1500000US530330315011,Block Group 1,1,PLST,WA,000,03,4381,0,0,0,0,0,0,0,0,0,0
1290,150,530330315012,1500000US530330315012,Block Group 2,2,PLST,WA,000,03,4382,0,0,0,0,0,0,0,0,0,0
1291,150,530330315013,1500000US530330315013,Block Group 3,3,PLST,WA,000,03,4383,0,0,0,0,0,0,0,0,0,0
1292,150,530330315021,1500000US530330315021,Block Group 1,1,PLST,WA,000,03,4384,0,0,0,0,0,0,0,0,0,0
1293,150,530330315022,1500000US530330315022,Block Group 2,2,PLST,WA,000,03,4385,0,0,0,0,0,0,0,0,0,0
1294,150,530330315023,1500000US530330315023,Block Group 3,3,PLST,WA,000,03,4386,0,0,0,0,0,0,0,0,0,0
1295,150,530330316011,1500000US530330316011,Block Group 1,1,PLST,WA,000,03,4387,0,0,0,0,0,0,0,0,0,0
1296,150,530330316012,1500000US530330316012,Block Group 2,2,PLST,WA,000,03,4388,0,0,0,0,0,0,0,0,0,0
1297,150,530330316013,1500000US530330316013,Block Group 3,3,PLST,WA,000,03,4389,0,0,0,0,0,0,0,0,0,0
1298,150,530330316014,1500000US530330316014,Block Group 4,4,PLST,WA,000,03,4390,0,0,0,0,0,0,0,0,0,0
1299,150,530330316031,1500000US530330316031,Block Group 1,1,PLST,WA,000,03,4391,0,0,0,0,0,0,0,0,0,0
1300,150,530330316032,1500000US530330316032,Block Group 2,2,PLST,WA,000,03,4392,0,0,0,0,0,0,0,0,0,0
1301,150,530330316033,1500000US530330316033,Block Group 3,3,PLST,WA,000,03,4393,0,0,0,0,0,0,0,0,0,0
1302,150,530330316034,1500000US530330316034,Block Group 4,4,PLST,WA,000,03,4394,0,0,0,0,0,0,0,0,0,0
1303,150,530330316041,1500000US530330316041,Block Group 1,1,PLST,WA,000,03,4395,0,0,0,0,0,0,0,0,0,0
1304,150,530330316042,1500000US530330316042,Block Group 2,2,PLST,WA,000,03,4396,0,0,0,0,0,0,0,0,0,0
1305,150,530330316043,1500000US530330316043,Block Group 3,3,PLST,WA,000,03,4397,0,0,0,0,0,0,0,0,0,0
1306,150,530330316044,1500000US530330316044,Block Group 4,4,PLST,WA,000,03,4398,0,0,0,0,0,0,0,0,0,0
1307,150,530330316051,1500000US530330316051,Block Group 1,1,PLST,WA,000,03,4399,0,0,0,0,0,0,0,0,0,0
1308,150,530330316052,1500000US530330316052,Block Group 2,2,PLST,WA,000,03,4400,0,0,0,0,0,0,0,0,0,0
1309,150,530330316053,1500000US530330316053,Block Group 3,3,PLST,WA,000,03,4401,0,0,0,0,0,0,0,0,0,0
1310,150,530330317041,1500000US530330317041,Block Group 1,1,PLST,WA,000,03,4402,8,0,0,0,0,0,8,0,0,8
1311,150,530330317042,1500000US530330317042,Block Group 2,2,PLST,WA,000,03,4403,71,63,0,0,63,0,8,0,0,8
1312,150,530330317043,1500000US530330317043,Block Group 3,3,PLST,WA,000,03,4404,0,0,0,0,0,0,0,0,0,0
1313,150,530330317044,1500000US530330317044,Block Group 4,4,PLST,WA,000,03,4405,0,0,0,0,0,0,0,0,0,0
1314,150,530330317051,1500000US530330317051,Block Group 1,1,PLST,WA,000,03,4406,0,0,0,0,0,0,0,0,0,0
1315,150,530330317052,1500000US530330317052,Block Group 2,2,PLST,WA,000,03,4407,0,0,0,0,0,0,0,0,0,0
1316,150,530330317053,1500000US530330317053,Block Group 3,3,PLST,WA,000,03,4408,0,0,0,0,0,0,0,0,0,0
1317,150,530330317071,1500000US530330317071,Block Group 1,1,PLST,WA,000,03,4409,15,0,0,0,0,0,15,0,0,15
1318,150,530330317072,1500000US530330317072,Block Group 2,2,PLST,WA,000,03,4410,0,0,0,0,0,0,0,0,0,0
1319,150,530330317073,1500000US530330317073,Block Group 3,3,PLST,WA,000,03,4411,0,0,0,0,0,0,0,0,0,0
1320,150,530330317081,1500000US530330317081,Block Group 1,1,PLST,WA,000,03,4412,1,0,0,0,0,0,1,0,0,1
1321,150,530330317082,1500000US530330317082,Block Group 2,2,PLST,WA,000,03,4413,0,0,0,0,0,0,0,0,0,0
1322,150,530330317083,1500000US530330317083,Block Group 3,3,PLST,WA,000,03,4414,0,0,0,0,0,0,0,0,0,0
1323,150,530330317091,1500000US530330317091,Block Group 1,1,PLST,WA,000,03,4415,0,0,0,0,0,0,0,0,0,0
1324,150,530330317092,1500000US530330317092,Block Group 2,2,PLST,WA,000,03,4416,8,0,0,0,0,0,8,0,0,8
1325,150,530330317093,1500000US530330317093,Block Group 3,3,PLST,WA,000,03,4417,0,0,0,0,0,0,0,0,0,0
1326,150,530330317101,1500000US530330317101,Block Group 1,1,PLST,WA,000,03,4418,0,0,0,0,0,0,0,0,0,0
1327,150,530330317102,1500000US530330317102,Block Group 2,2,PLST,WA,000,03,4419,0,0,0,0,0,0,0,0,0,0
1328,150,530330318001,1500000US530330318001,Block Group 1,1,PLST,WA,000,03,4420,0,0,0,0,0,0,0,0,0,0
1329,150,530330318002,1500000US530330318002,Block Group 2,2,PLST,WA,000,03,4421,10,0,0,0,0,0,10,0,0,10
1330,150,530330318003,1500000US530330318003,Block Group 3,3,PLST,WA,000,03,4422,0,0,0,0,0,0,0,0,0,0
1331,150,530330319041,1500000US530330319041,Block Group 1,1,PLST,WA,000,03,4423,0,0,0,0,0,0,0,0,0,0
1332,150,530330319042,1500000US530330319042,Block Group 2,2,PLST,WA,000,03,4424,0,0,0,0,0,0,0,0,0,0
1333,150,530330319061,1500000US530330319061,Block Group 1,1,PLST,WA,000,03,4425,0,0,0,0,0,0,0,0,0,0
1334,150,530330319062,1500000US530330319062,Block Group 2,2,PLST,WA,000,03,4426,6,6,0,0,0,6,0,0,0,0
1335,150,530330319081,1500000US530330319081,Block Group 1,1,PLST,WA,000,03,4427,0,0,0,0,0,0,0,0,0,0
1336,150,530330319082,1500000US530330319082,Block Group 2,2,PLST,WA,000,03,4428,0,0,0,0,0,0,0,0,0,0
1337,150,530330319083,1500000US530330319083,Block Group 3,3,PLST,WA,000,03,4429,28,0,0,0,0,0,28,0,0,28
1338,150,530330319091,1500000US530330319091,Block Group 1,1,PLST,WA,000,03,4430,0,0,0,0,0,0,0,0,0,0
1339,150,530330319092,1500000US530330319092,Block Group 2,2,PLST,WA,000,03,4431,18,0,0,0,0,0,18,0,0,18
1340,150,530330319101,1500000US530330319101,Block Group 1,1,PLST,WA,000,03,4432,19,0,0,0,0,0,19,0,0,19
1341,150,530330319102,1500000US530330319102,Block Group 2,2,PLST,WA,000,03,4433,0,0,0,0,0,0,0,0,0,0
1342,150,530330319103,1500000US530330319103,Block Group 3,3,PLST,WA,000,03,4434,0,0,0,0,0,0,0,0,0,0
1343,150,530330319111,1500000US530330319111,Block Group 1,1,PLST,WA,000,03,4435,0,0,0,0,0,0,0,0,0,0
1344,150,530330319112,1500000US530330319112,Block Group 2,2,PLST,WA,000,03,4436,0,0,0,0,0,0,0,0,0,0
1345,150,530330319113,1500000US530330319113,Block Group 3,3,PLST,WA,000,03,4437,0,0,0,0,0,0,0,0,0,0
1346,150,530330319121,1500000US530330319121,Block Group 1,1,PLST,WA,000,03,4438,13,0,0,0,0,0,13,0,0,13
1347,150,530330319122,1500000US530330319122,Block Group 2,2,PLST,WA,000,03,4439,0,0,0,0,0,0,0,0,0,0
1348,150,530330319123,1500000US530330319123,Block Group 3,3,PLST,WA,000,03,4440,0,0,0,0,0,0,0,0,0,0
1349,150,530330319131,1500000US530330319131,Block Group 1,1,PLST,WA,000,03,4441,5,0,0,0,0,0,5,0,0,5
1350,150,530330319132,1500000US530330319132,Block Group 2,2,PLST,WA,000,03,4442,8,0,0,0,0,0,8,0,0,8
1351,150,530330319133,1500000US530330319133,Block Group 3,3,PLST,WA,000,03,4443,0,0,0,0,0,0,0,0,0,0
1352,150,530330320021,1500000US530330320021,Block Group 1,1,PLST,WA,000,03,4444,0,0,0,0,0,0,0,0,0,0
1353,150,530330320022,1500000US530330320022,Block Group 2,2,PLST,WA,000,03,4445,0,0,0,0,0,0,0,0,0,0
1354,150,530330320031,1500000US530330320031,Block Group 1,1,PLST,WA,000,03,4446,0,0,0,0,0,0,0,0,0,0
1355,150,530330320032,1500000US530330320032,Block Group 2,2,PLST,WA,000,03,4447,0,0,0,0,0,0,0,0,0,0
1356,150,530330320033,1500000US530330320033,Block Group 3,3,PLST,WA,000,03,4448,0,0,0,0,0,0,0,0,0,0
1357,150,530330320034,1500000US530330320034,Block Group 4,4,PLST,WA,000,03,4449,0,0,0,0,0,0,0,0,0,0
1358,150,530330320051,1500000US530330320051,Block Group 1,1,PLST,WA,000,03,4450,1,0,0,0,0,0,1,0,0,1
1359,150,530330320052,1500000US530330320052,Block Group 2,2,PLST,WA,000,03,4451,0,0,0,0,0,0,0,0,0,0
1360,150,530330320053,1500000US530330320053,Block Group 3,3,PLST,WA,000,03,4452,6,0,0,0,0,0,6,0,0,6
1361,150,530330320054,1500000US530330320054,Block Group 4,4,PLST,WA,000,03,4453,0,0,0,0,0,0,0,0,0,0
1362,150,530330320055,1500000US530330320055,Block Group 5,5,PLST,WA,000,03,4454,0,0,0,0,0,0,0,0,0,0
1363,150,530330320061,1500000US530330320061,Block Group 1,1,PLST,WA,000,03,4455,0,0,0,0,0,0,0,0,0,0
1364,150,530330320062,1500000US530330320062,Block Group 2,2,PLST,WA,000,03,4456,0,0,0,0,0,0,0,0,0,0
1365,150,530330320063,1500000US530330320063,Block Group 3,3,PLST,WA,000,03,4457,0,0,0,0,0,0,0,0,0,0
1366,150,530330320071,1500000US530330320071,Block Group 1,1,PLST,WA,000,03,4458,5,0,0,0,0,0,5,0,0,5
1367,150,530330320072,1500000US530330320072,Block Group 2,2,PLST,WA,000,03,4459,4,0,0,0,0,0,4,0,0,4
1368,150,530330320073,1500000US530330320073,Block Group 3,3,PLST,WA,000,03,4460,0,0,0,0,0,0,0,0,0,0
1369,150,530330320081,1500000US530330320081,Block Group 1,1,PLST,WA,000,03,4461,0,0,0,0,0,0,0,0,0,0
1370,150,530330320082,1500000US530330320082,Block Group 2,2,PLST,WA,000,03,4462,0,0,0,0,0,0,0,0,0,0
1371,150,530330320083,1500000US530330320083,Block Group 3,3,PLST,WA,000,03,4463,0,0,0,0,0,0,0,0,0,0
1372,150,530330320101,1500000US530330320101,Block Group 1,1,PLST,WA,000,03,4464,0,0,0,0,0,0,0,0,0,0
1373,150,530330320102,1500000US530330320102,Block Group 2,2,PLST,WA,000,03,4465,0,0,0,0,0,0,0,0,0,0
1374,150,530330320103,1500000US530330320103,Block Group 3,3,PLST,WA,000,03,4466,0,0,0,0,0,0,0,0,0,0
1375,150,530330320104,1500000US530330320104,Block Group 4,4,PLST,WA,000,03,4467,0,0,0,0,0,0,0,0,0,0
1376,150,530330320111,1500000US530330320111,Block Group 1,1,PLST,WA,000,03,4468,0,0,0,0,0,0,0,0,0,0
1377,150,530330320112,1500000US530330320112,Block Group 2,2,PLST,WA,000,03,4469,0,0,0,0,0,0,0,0,0,0
1378,150,530330320113,1500000US530330320113,Block Group 3,3,PLST,WA,000,03,4470,0,0,0,0,0,0,0,0,0,0
1379,150,530330321021,1500000US530330321021,Block Group 1,1,PLST,WA,000,03,4471,0,0,0,0,0,0,0,0,0,0
1380,150,530330321022,1500000US530330321022,Block Group 2,2,PLST,WA,000,03,4472,0,0,0,0,0,0,0,0,0,0
1381,150,530330321023,1500000US530330321023,Block Group 3,3,PLST,WA,000,03,4473,17,0,0,0,0,0,17,0,0,17
1382,150,530330321024,1500000US530330321024,Block Group 4,4,PLST,WA,000,03,4474,0,0,0,0,0,0,0,0,0,0
1383,150,530330321031,1500000US530330321031,Block Group 1,1,PLST,WA,000,03,4475,85,85,0,0,85,0,0,0,0,0
1384,150,530330321032,1500000US530330321032,Block Group 2,2,PLST,WA,000,03,4476,50,36,36,0,0,0,14,0,0,14
1385,150,530330321033,1500000US530330321033,Block Group 3,3,PLST,WA,000,03,4477,4,0,0,0,0,0,4,0,0,4
1386,150,530330321034,1500000US530330321034,Block Group 4,4,PLST,WA,000,03,4478,0,0,0,0,0,0,0,0,0,0
1387,150,530330321041,1500000US530330321041,Block Group 1,1,PLST,WA,000,03,4479,25,15,0,0,15,0,10,0,0,10
1388,150,530330321042,1500000US530330321042,Block Group 2,2,PLST,WA,000,03,4480,87,64,0,0,64,0,23,0,0,23
1389,150,530330321043,1500000US530330321043,Block Group 3,3,PLST,WA,000,03,4481,0,0,0,0,0,0,0,0,0,0
1390,150,530330322071,1500000US530330322071,Block Group 1,1,PLST,WA,000,03,4482,0,0,0,0,0,0,0,0,0,0
1391,150,530330322072,1500000US530330322072,Block Group 2,2,PLST,WA,000,03,4483,0,0,0,0,0,0,0,0,0,0
1392,150,530330322073,1500000US530330322073,Block Group 3,3,PLST,WA,000,03,4484,0,0,0,0,0,0,0,0,0,0
1393,150,530330322111,1500000US530330322111,Block Group 1,1,PLST,WA,000,03,4485,13,0,0,0,0,0,13,0,0,13
1394,150,530330322112,1500000US530330322112,Block Group 2,2,PLST,WA,000,03,4486,0,0,0,0,0,0,0,0,0,0
1395,150,530330322113,1500000US530330322113,Block Group 3,3,PLST,WA,000,03,4487,0,0,0,0,0,0,0,0,0,0
1396,150,530330322131,1500000US530330322131,Block Group 1,1,PLST,WA,000,03,4488,0,0,0,0,0,0,0,0,0,0
1397,150,530330322132,1500000US530330322132,Block Group 2,2,PLST,WA,000,03,4489,13,0,0,0,0,0,13,0,0,13
1398,150,530330322133,1500000US530330322133,Block Group 3,3,PLST,WA,000,03,4490,0,0,0,0,0,0,0,0,0,0
1399,150,530330322151,1500000US530330322151,Block Group 1,1,PLST,WA,000,03,4491,0,0,0,0,0,0,0,0,0,0
1400,150,530330322152,1500000US530330322152,Block Group 2,2,PLST,WA,000,03,4492,0,0,0,0,0,0,0,0,0,0
1401,150,530330322153,1500000US530330322153,Block Group 3,3,PLST,WA,000,03,4493,0,0,0,0,0,0,0,0,0,0
1402,150,530330322161,1500000US530330322161,Block Group 1,1,PLST,WA,000,03,4494,0,0,0,0,0,0,0,0,0,0
1403,150,530330322162,1500000US530330322162,Block Group 2,2,PLST,WA,000,03,4495,14,0,0,0,0,0,14,0,0,14
1404,150,530330322163,1500000US530330322163,Block Group 3,3,PLST,WA,000,03,4496,0,0,0,0,0,0,0,0,0,0
1405,150,530330322171,1500000US530330322171,Block Group 1,1,PLST,WA,000,03,4497,0,0,0,0,0,0,0,0,0,0
1406,150,530330322172,1500000US530330322172,Block Group 2,2,PLST,WA,000,03,4498,0,0,0,0,0,0,0,0,0,0
1407,150,530330322173,1500000US530330322173,Block Group 3,3,PLST,WA,000,03,4499,12,0,0,0,0,0,12,0,0,12
1408,150,530330322181,1500000US530330322181,Block Group 1,1,PLST,WA,000,03,4500,163,151,0,0,151,0,12,0,0,12
1409,150,530330322182,1500000US530330322182,Block Group 2,2,PLST,WA,000,03,4501,0,0,0,0,0,0,0,0,0,0
1410,150,530330322183,1500000US530330322183,Block Group 3,3,PLST,WA,000,03,4502,0,0,0,0,0,0,0,0,0,0
1411,150,530330322191,1500000US530330322191,Block Group 1,1,PLST,WA,000,03,4503,0,0,0,0,0,0,0,0,0,0
1412,150,530330322192,1500000US530330322192,Block Group 2,2,PLST,WA,000,03,4504,0,0,0,0,0,0,0,0,0,0
1413,150,530330322193,1500000US530330322193,Block Group 3,3,PLST,WA,000,03,4505,0,0,0,0,0,0,0,0,0,0
1414,150,530330322201,1500000US530330322201,Block Group 1,1,PLST,WA,000,03,4506,65,59,0,0,59,0,6,0,0,6
